ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,ont,comparison
GO:0005774,vacuolar membrane,292,-0.355507355167009,-1.5566453753503,0.00317460317460317,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0044437,vacuolar part,344,-0.35080467293486,-1.55922694209188,0.00325732899022801,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0000323,lytic vacuole,450,-0.353879411497414,-1.61111085229782,0.00327868852459016,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005764,lysosome,450,-0.353879411497414,-1.61111085229782,0.00327868852459016,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005765,lysosomal membrane,253,-0.366410217067833,-1.56990534921841,0.00347222222222222,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0098852,lytic vacuole membrane,253,-0.366410217067833,-1.56990534921841,0.00347222222222222,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0044440,endosomal part,381,-0.310925092847148,-1.39413431223223,0.00355871886120996,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0010008,endosome membrane,357,-0.312994561114853,-1.38759913173017,0.00359712230215827,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0031902,late endosome membrane,97,-0.434338436488336,-1.65149170921161,0.0036101083032491,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0030666,endocytic vesicle membrane,128,-0.445947781742403,-1.78411663339576,0.00364963503649635,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0098803,respiratory chain complex,58,-0.500493837759977,-1.78387166590458,0.00366300366300366,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0030880,RNA polymerase complex,119,-0.357438991965357,-1.43418917426554,0.00371747211895911,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0032588,trans-Golgi network membrane,42,-0.559788784834685,-1.82686422322853,0.00374531835205993,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0098800,inner mitochondrial membrane protein complex,100,-0.468440127032342,-1.82888250276773,0.0037593984962406,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005747,mitochondrial respiratory chain complex I,42,-0.504115638877136,-1.6707120572375,0.00381679389312977,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0030964,NADH dehydrogenase complex,42,-0.504115638877136,-1.6707120572375,0.00381679389312977,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0045271,respiratory chain complex I,42,-0.504115638877136,-1.6707120572375,0.00381679389312977,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0042611,MHC protein complex,23,-0.662133654524733,-1.86578807394788,0.00383141762452107,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0044455,mitochondrial membrane part,161,-0.422909314361238,-1.7529404368397,0.00383141762452107,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0045334,clathrin-coated endocytic vesicle,49,-0.535932927417893,-1.8122811575803,0.00383141762452107,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0045335,phagocytic vesicle,80,-0.459782496500749,-1.69229243724304,0.00383141762452107,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0098798,mitochondrial protein complex,130,-0.466938896405663,-1.8734529212822,0.00383141762452107,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:1990204,oxidoreductase complex,87,-0.444933427283424,-1.68378875886461,0.00383141762452107,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0019866,organelle inner membrane,477,-0.388782959870346,-1.77116583876406,0.00384615384615385,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005743,mitochondrial inner membrane,432,-0.411520148751364,-1.8616553469041,0.00386100386100386,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0014069,postsynaptic density,146,0.395181417206189,1.60097389834468,0.00386100386100386,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0099572,postsynaptic specialization,146,0.395181417206189,1.60097389834468,0.00386100386100386,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005839,proteasome core complex,20,-0.647380705890198,-1.822792288088,0.00387596899224806,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0042613,MHC class II protein complex,15,-0.807345462912796,-2.01612625618993,0.00387596899224806,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0044391,ribosomal subunit,156,-0.385852345949348,-1.59372593104066,0.00387596899224806,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005746,mitochondrial respiratory chain,65,-0.497691298080349,-1.7887776648373,0.00392156862745098,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0070469,respiratory chain,72,-0.495295933146805,-1.81041879978566,0.00392156862745098,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005840,ribosome,212,-0.35508426872393,-1.51532378705584,0.00393700787401575,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0060076,excitatory synapse,153,0.390403923437963,1.59175510978357,0.00393700787401575,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0000313,organellar ribosome,69,-0.626267581182584,-2.28886286475235,0.00396825396825397,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0005761,mitochondrial ribosome,69,-0.626267581182584,-2.28886286475235,0.00396825396825397,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
GO:0016469,proton-transporting two-sector ATPase complex,43,-0.556699753929949,-1.81266539274086,0.00396825396825397,0.0545320560058954,0.0443121436605515,CC,tcell-sp-vs-hc
