ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,ont,comparison
GO:0012506,vesicle membrane,404,-0.352517708101962,-1.61417710051337,0.00321543408360129,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005774,vacuolar membrane,292,-0.325097348826585,-1.4576327457951,0.00326797385620915,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0044433,cytoplasmic vesicle part,445,-0.343534333755685,-1.57978538314392,0.00326797385620915,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0044437,vacuolar part,344,-0.313751712780802,-1.4358297563323,0.00326797385620915,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005743,mitochondrial inner membrane,432,-0.424095418263394,-1.95905414155044,0.00328947368421053,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0044440,endosomal part,381,-0.30876840107964,-1.41080445320902,0.00328947368421053,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0030141,secretory granule,228,-0.311147909524762,-1.33643962669061,0.0033003300330033,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0019866,organelle inner membrane,477,-0.40414936309342,-1.88027728825407,0.00332225913621262,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005765,lysosomal membrane,253,-0.338615852699872,-1.49154380362532,0.00335570469798658,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0030659,cytoplasmic vesicle membrane,386,-0.351606409935623,-1.59774196198429,0.00335570469798658,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0098852,lytic vacuole membrane,253,-0.338615852699872,-1.49154380362532,0.00335570469798658,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0000323,lytic vacuole,450,-0.315029720136129,-1.46772162179575,0.00337837837837838,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005764,lysosome,450,-0.315029720136129,-1.46772162179575,0.00337837837837838,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0030139,endocytic vesicle,218,-0.408680379747878,-1.76293237623431,0.00338983050847458,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0010008,endosome membrane,357,-0.313703528060371,-1.41495939948506,0.00342465753424658,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0044455,mitochondrial membrane part,161,-0.456649972010725,-1.88453883724541,0.00347222222222222,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0030662,coated vesicle membrane,117,-0.42146063216916,-1.68250917388912,0.00352112676056338,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0098800,inner mitochondrial membrane protein complex,100,-0.554144808473176,-2.15078772076372,0.00354609929078014,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0098798,mitochondrial protein complex,130,-0.500934339564429,-2.02408545988856,0.00355871886120996,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0000313,organellar ribosome,69,-0.541134769899985,-1.97303085824746,0.00357142857142857,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005761,mitochondrial ribosome,69,-0.541134769899985,-1.97303085824746,0.00357142857142857,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0098803,respiratory chain complex,58,-0.583108041723728,-2.07739593939956,0.00357142857142857,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0030666,endocytic vesicle membrane,128,-0.452988779024159,-1.83280810952756,0.00359712230215827,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:1990204,oxidoreductase complex,87,-0.512656600072994,-1.96745832689205,0.0036101083032491,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0070469,respiratory chain,72,-0.563216434377411,-2.06987867680305,0.00363636363636364,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005759,mitochondrial matrix,372,-0.360597870896507,-1.63525686621092,0.00364963503649635,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005747,mitochondrial respiratory chain complex I,42,-0.597762859079475,-2.00701470642118,0.00366300366300366,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0030964,NADH dehydrogenase complex,42,-0.597762859079475,-2.00701470642118,0.00366300366300366,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0045271,respiratory chain complex I,42,-0.597762859079475,-2.00701470642118,0.00366300366300366,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0045335,phagocytic vesicle,80,-0.550206737238574,-2.06115258292301,0.00366300366300366,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005811,lipid particle,58,-0.47146487034369,-1.6590749555733,0.003690036900369,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0005746,mitochondrial respiratory chain,65,-0.560093256076311,-2.01882436547523,0.0037037037037037,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
GO:0000502,proteasome complex,75,-0.566092445113948,-2.08339360588381,0.00371747211895911,0.0483660130718954,0.0405056759545924,CC,tc-rr-vs-hc
