ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,ont,comparison
GO:0043410,positive regulation of MAPK cascade,478,0.328256625388011,1.5430937977346,0.003125,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0022604,regulation of cell morphogenesis,403,0.285747984654891,1.32088665241629,0.00316455696202532,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0043434,response to peptide hormone,491,0.311918085719486,1.46767355842712,0.00318471337579618,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0071375,cellular response to peptide hormone stimulus,416,0.322719670868592,1.50486782804653,0.00319488817891374,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0032868,response to insulin,384,0.325155423329501,1.50814339333314,0.00320512820512821,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0006897,endocytosis,497,0.300753300505393,1.42301706158912,0.00323624595469256,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:1901653,cellular response to peptide,431,0.318166175526993,1.48356018980237,0.00323624595469256,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0030029,actin filament-based process,498,0.320799928988659,1.52102306572588,0.00324675324675325,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0032869,cellular response to insulin stimulus,345,0.326942867488658,1.49917750974552,0.00324675324675325,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0009259,ribonucleotide metabolic process,388,0.308790321807113,1.43965671741977,0.00325732899022801,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0016055,Wnt signaling pathway,335,0.306331078136838,1.39794886379196,0.00325732899022801,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0019693,ribose phosphate metabolic process,400,0.3025655760033,1.40997107123192,0.00326797385620915,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0030111,regulation of Wnt signaling pathway,245,0.361077151912823,1.60051721542355,0.00328947368421053,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0050801,ion homeostasis,494,0.314301178386361,1.48456065668937,0.00328947368421053,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0098771,inorganic ion homeostasis,452,0.319284582613842,1.50289235964653,0.00328947368421053,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0030036,actin cytoskeleton organization,439,0.319579862279739,1.49250116873297,0.0033003300330033,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0032147,activation of protein kinase activity,385,0.301122661473327,1.39761131181196,0.0033003300330033,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0071496,cellular response to external stimulus,220,0.341654256488364,1.47455845615941,0.0033003300330033,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0006163,purine nucleotide metabolic process,394,0.308044360956713,1.44007530045744,0.0033112582781457,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
GO:0040017,positive regulation of locomotion,327,0.323524989159894,1.47152744858849,0.0033112582781457,0.0487020719218862,0.0402664794875973,BP,mono-sp-vs-rr
