ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,ont,comparison
GO:0019897,extrinsic component of plasma membrane,108,0.435261323716797,1.71145617987375,0.0037593984962406,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005840,ribosome,209,-0.37326805920432,-1.60102550656788,0.00380228136882129,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0098562,cytoplasmic side of membrane,144,0.363804360881174,1.4711405881535,0.00381679389312977,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0000785,chromatin,388,0.310199189278118,1.40100926209346,0.00383141762452107,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005925,focal adhesion,351,0.366631017649524,1.63880672404097,0.00384615384615385,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0030055,cell-substrate junction,358,0.364387202436681,1.63519529814244,0.00386100386100386,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005578,proteinaceous extracellular matrix,179,0.335485646982846,1.40367445128664,0.00390625,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005759,mitochondrial matrix,369,-0.373326382816558,-1.66798222803269,0.00390625,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0019898,extrinsic component of membrane,209,0.332922886298825,1.4309832243361,0.00390625,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0000775,chromosome, centromeric region,169,-0.371001396348679,-1.54772507750204,0.00393700787401575,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005924,cell-substrate adherens junction,354,0.366028057158241,1.63739710391429,0.00393700787401575,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0070161,anchoring junction,426,0.358326136745801,1.62050682782422,0.00393700787401575,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005912,adherens junction,413,0.357957455492907,1.6169859490339,0.00395256916996047,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0098687,chromosomal region,308,-0.311523145437182,-1.39367456802029,0.00395256916996047,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005911,cell-cell junction,288,0.346179907805943,1.51579142047151,0.004,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0031012,extracellular matrix,221,0.322902924679074,1.38310545251968,0.00401606425702811,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0005813,centrosome,447,-0.302275737517458,-1.40179597981896,0.00408163265306122,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0030880,RNA polymerase complex,119,-0.448159658386876,-1.79381329272258,0.004149377593361,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0000428,DNA-directed RNA polymerase complex,118,-0.444189519844979,-1.77155916429069,0.00420168067226891,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0055029,nuclear DNA-directed RNA polymerase complex,118,-0.444189519844979,-1.77155916429069,0.00420168067226891,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0061695,transferase complex, transferring phosphorus-containing groups,226,-0.315415121837596,-1.39035768712214,0.00425531914893617,0.0285714285714286,0.0177038340532182,CC,mono-ms-vs-control-gsea
GO:0098857,membrane microdomain,246,0.322155240639265,1.41145139204416,0.00732600732600733,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0009898,cytoplasmic side of plasma membrane,132,0.392884723683405,1.58292558823473,0.00746268656716418,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0005777,peroxisome,116,-0.392238836356976,-1.55130887805663,0.00749063670411985,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0042579,microbody,116,-0.392238836356976,-1.55130887805663,0.00749063670411985,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0045121,membrane raft,245,0.324047221572302,1.41150646897022,0.00749063670411985,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0000790,nuclear chromatin,258,0.334997315490154,1.45952311000037,0.00766283524904215,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0000151,ubiquitin ligase complex,240,-0.325070850560847,-1.41538693507352,0.00790513833992095,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0000776,kinetochore,117,-0.372125295175457,-1.45826296270872,0.00796812749003984,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0016604,nuclear body,328,-0.299446479355204,-1.33923879851738,0.00806451612903226,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0015629,actin cytoskeleton,370,0.290932803890797,1.31302604961926,0.00816326530612245,0.0371296905859118,0.0230068258203112,CC,mono-ms-vs-control-gsea
GO:0031252,cell leading edge,307,0.306109698868092,1.35158199862083,0.0113207547169811,0.0498820754716981,0.0309086395233366,CC,mono-ms-vs-control-gsea
GO:0098797,plasma membrane protein complex,346,0.298601389786213,1.3655306271212,0.0120967741935484,0.0514098201263977,0.0318552823478239,CC,mono-ms-vs-control-gsea
GO:0005938,cell cortex,202,0.307990373628569,1.32389608263955,0.012396694214876,0.0514098201263977,0.0318552823478239,CC,mono-ms-vs-control-gsea
GO:0000323,lytic vacuole,448,0.275177707360434,1.2677737018323,0.015748031496063,0.060972972972973,0.0377809388335704,CC,mono-ms-vs-control-gsea
GO:0005764,lysosome,448,0.275177707360434,1.2677737018323,0.015748031496063,0.060972972972973,0.0377809388335704,CC,mono-ms-vs-control-gsea
GO:0044456,synapse part,405,0.277881523534246,1.27169912966091,0.016,0.060972972972973,0.0377809388335704,CC,mono-ms-vs-control-gsea
GO:0005743,mitochondrial inner membrane,427,-0.268317158487861,-1.23240252817822,0.0186567164179104,0.0692262372348782,0.0428949435647249,CC,mono-ms-vs-control-gsea
GO:0044391,ribosomal subunit,153,-0.337161877261642,-1.39087726123175,0.0206611570247934,0.0746980292434838,0.0462854529840176,CC,mono-ms-vs-control-gsea
GO:0016741,transferase activity, transferring one-carbon groups,191,-0.350999678551175,-1.48568920252436,0.003690036900369,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0019901,protein kinase binding,477,0.303246746576672,1.40167336868948,0.00374531835205993,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0008168,methyltransferase activity,185,-0.349541213189433,-1.46838952976212,0.00378787878787879,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0005509,calcium ion binding,416,0.358011845452747,1.64690732642219,0.00384615384615385,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0001664,G-protein coupled receptor binding,158,0.355714634331162,1.48167792689508,0.00387596899224806,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0003682,chromatin binding,385,0.29719514347821,1.36898629359449,0.00389105058365759,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0015077,monovalent inorganic cation transmembrane transporter activity,219,0.374297388439341,1.61909541260037,0.00390625,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0003779,actin binding,318,0.312147622894699,1.41155925001525,0.00395256916996047,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0003924,GTPase activity,191,0.340982339291341,1.45704568778745,0.00395256916996047,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0001228,transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,210,0.382025001587367,1.646525900446,0.00396825396825397,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0016779,nucleotidyltransferase activity,120,-0.450921222011828,-1.78659821049764,0.004,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0001077,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,155,0.387447581844089,1.59722974244196,0.00401606425702811,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0022890,inorganic cation transmembrane transporter activity,340,0.336523917153166,1.51671244300124,0.00401606425702811,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0005057,receptor signaling protein activity,129,0.373897807094043,1.48752683075287,0.0040650406504065,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0003729,mRNA binding,135,0.380674792965985,1.51429850252322,0.00408163265306122,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0000982,transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding,228,0.385871591762975,1.65566646670248,0.00411522633744856,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0000976,transcription regulatory region sequence-specific DNA binding,486,0.286126503243182,1.3367528789041,0.00421940928270042,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
GO:0000981,RNA polymerase II transcription factor activity, sequence-specific DNA binding,410,0.347799807181377,1.59993855018877,0.00425531914893617,0.0288112522686025,0.0174324195243099,MF,mono-ms-vs-control-gsea
